room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13105698,39556950,Shared room,,4,1,0.0,2,1.0,65.0,,21.274965,-157.821906,2017-03-12 06:41:40.948504
17173403,85906272,Shared room,,8,4,5.0,4,1.0,70.0,,21.399551,-157.938985,2017-03-12 06:41:40.363919
16644440,71721190,Shared room,,4,1,0.0,2,1.0,50.0,,21.286923,-157.837904,2017-03-12 06:41:39.452390
13136720,73105395,Shared room,,4,1,0.0,3,1.0,200.0,,21.285967,-157.830385,2017-03-12 06:41:36.569529
15496846,8588098,Shared room,,5,1,0.0,1,1.0,175.0,,21.290496,-157.83368,2017-03-12 06:41:35.594095
3061151,8804372,Shared room,,4,3,3.5,2,1.0,125.0,,21.2789,-157.803733,2017-03-12 06:41:34.333739
1661603,8804372,Shared room,,5,18,4.0,2,1.0,125.0,,21.280678,-157.805398,2017-03-12 06:41:34.330392
10635955,34884725,Shared room,,4,2,0.0,2,1.0,120.0,,21.274102,-157.823269,2017-03-12 06:41:33.058924
12970978,71363894,Entire home/apt,,4,2,0.0,16,7.0,1295.0,,21.279983,-157.734543,2017-03-12 06:31:53.261669
6556685,10496350,Entire home/apt,,1,1,0.0,6,3.0,699.0,,21.334686,-158.121072,2017-03-12 06:31:42.253727
4093034,14898273,Entire home/apt,,3,1,0.0,8,3.0,684.0,,21.399479,-157.73588,2017-03-12 06:31:40.797074
673269,3416690,Entire home/apt,,1,2,0.0,14,10.0,520.0,,21.439872,-158.155159,2017-03-12 06:31:39.447042
17652677,120111347,Entire home/apt,,1,0,0.0,15,4.0,468.0,,21.319139,-158.024334,2017-03-12 06:30:40.088509
3810776,19587720,Entire home/apt,,2,3,4.0,6,3.0,295.0,,21.652722,-158.061331,2017-03-12 06:30:04.602817
17450379,47279627,Entire home/apt,,1,0,0.0,4,0.0,148.0,,21.3323,-158.121486,2017-03-12 06:28:21.094652
