room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
9013919,1304,3228579,Shared room,,Oahu,,4,12,4.5,2,1.0,,75.0,,2017-06-08 12:43:04.091605,21.286065,-157.837493,0101000020E610000020B41EBECCBA63C0BE874B8E3B493540
7024901,1304,34884725,Shared room,,Oahu,,4,5,4.0,2,1.0,,88.0,,2017-06-08 12:43:02.692463,21.270809,-157.809371,0101000020E610000096EA025EE6B963C0647616BD53453540
9663132,1304,34884725,Shared room,,Oahu,,4,5,4.5,2,1.0,,68.0,,2017-06-08 12:43:02.685185,21.263031,-157.808921,0101000020E610000086014BAEE2B963C08DD5E6FF55433540
14487303,1304,24276332,Shared room,,Oahu,,2,0,0.0,1,1.0,,30.0,,2017-06-08 12:43:02.681959,21.577177,-158.106051,0101000020E6100000A91611C564C363C0DE0033DFC1933540
9970955,1304,34884725,Shared room,,Oahu,,4,1,0.0,1,1.0,,68.0,,2017-06-08 12:43:02.677754,21.270355,-157.810761,0101000020E6100000EA7B0DC1F1B963C0614F3BFC35453540
14806005,1304,24276332,Shared room,,Oahu,,2,0,0.0,1,1.0,,30.0,,2017-06-08 12:43:02.675494,21.577489,-158.105226,0101000020E61000000B96EA025EC363C0BCCCB051D6933540
14340264,1304,24276332,Shared room,,Oahu,,2,9,4.5,1,1.0,,30.0,,2017-06-08 12:43:02.673198,21.575937,-158.107848,0101000020E61000000C1EA67D73C363C06D8E739B70933540
14610043,1304,24276332,Shared room,,Oahu,,2,0,0.0,1,1.0,,30.0,,2017-06-08 12:43:02.668069,21.576998,-158.105066,0101000020E61000007D3D5FB35CC363C07FDB1324B6933540
14806137,1304,24276332,Shared room,,Oahu,,2,30,4.5,1,1.0,,30.0,,2017-06-08 12:43:02.665683,21.57525,-158.107621,0101000020E61000009C6B98A171C363C02506819543933540
14806054,1304,24276332,Shared room,,Oahu,,2,14,4.5,1,1.0,,30.0,,2017-06-08 12:43:02.660348,21.576393,-158.10612,0101000020E6100000732EC55565C363C0B1A4DC7D8E933540
14805625,1304,24276332,Shared room,,Oahu,,2,0,0.0,1,1.0,,30.0,,2017-06-08 12:43:02.656455,21.578923,-158.105669,0101000020E61000006F66F4A361C363C0F7E6374C34943540
14806008,1304,24276332,Shared room,,Oahu,,2,12,4.0,1,1.0,,29.0,,2017-06-08 12:43:02.652399,21.578908,-158.105265,0101000020E61000003B8DB4545EC363C08C648F5033943540
13953342,1304,12935418,Shared room,,Oahu,,5,4,4.0,1,1.0,,39.0,,2017-06-08 12:43:02.649409,21.289924,-157.79874,0101000020E61000003A4030478FB963C054539275384A3540
11420675,1304,31181927,Shared room,,Oahu,,5,1,0.0,1,1.0,,25.0,,2017-06-08 12:43:02.646165,21.310222,-157.786494,0101000020E6100000021077F52AB963C0ED7F80B56A4F3540
16110955,1304,99278808,Shared room,,Oahu,,5,10,5.0,1,1.0,,42.0,,2017-06-08 12:43:02.641298,21.296624,-157.845008,0101000020E6100000789B374E0ABB63C06E35EB8CEF4B3540
10635955,1304,34884725,Shared room,,Oahu,,4,2,0.0,2,1.0,,120.0,,2017-06-08 12:43:02.636897,21.274102,-157.823269,0101000020E6100000F1D93A3858BA63C0A8C4758C2B463540
17345883,1304,28486620,Shared room,,Oahu,,5,0,0.0,2,1.0,,26.0,,2017-06-08 12:43:02.632942,21.296488,-157.830658,0101000020E6100000250516C094BA63C00DA837A3E64B3540
12500789,1304,24269216,Shared room,,Oahu,,5,0,0.0,1,1.0,,49.0,,2017-06-08 12:43:02.629777,21.318199,-157.797396,0101000020E6100000C2BE9D4484B963C0B29E5A7D75513540
13222021,1304,61189766,Shared room,,Oahu,,4,1,0.0,2,1.0,,60.0,,2017-06-08 12:43:00.647297,21.279096,-157.698184,0101000020E6100000E5D2F88557B663C0C571E0D572473540
18816380,1304,131012155,Shared room,,Oahu,,4,0,0.0,4,1.0,,70.0,,2017-06-08 12:43:00.640035,21.263773,-157.78638,0101000020E610000050C763062AB963C05C9198A086433540
14442918,1304,7918368,Shared room,,Oahu,,4,8,5.0,2,1.0,,49.0,,2017-06-08 12:43:00.636592,21.290171,-157.838593,0101000020E6100000F2B4FCC0D5BA63C0643F8BA5484A3540
7842636,1304,41295929,Shared room,,Oahu,,6,2,0.0,2,1.0,,60.0,,2017-06-08 12:43:00.633836,21.304532,-157.833066,0101000020E61000001B2D077AA8BA63C0E19524CFF54D3540
17641990,1304,120011630,Shared room,,Oahu,,6,0,0.0,1,1.0,,45.0,,2017-06-08 12:43:00.629033,21.31571,-157.853074,0101000020E61000002C62D8614CBB63C02905DD5ED2503540
14870518,1304,26711833,Shared room,,Oahu,,4,6,4.5,2,1.0,,45.0,,2017-06-08 12:43:00.624007,21.275744,-157.795262,0101000020E61000000D384BC972B963C07711A62897463540
15975226,1304,103782269,Shared room,,Oahu,,4,0,0.0,1,1.0,,85.0,,2017-06-08 12:43:00.620313,21.269787,-157.779037,0101000020E6100000F7AB00DFEDB863C0CEE2C5C210453540
14502722,1304,46236470,Shared room,,Oahu,,4,19,4.5,1,1.0,,16.0,,2017-06-08 12:43:00.617256,21.277016,-157.822577,0101000020E6100000232E008D52BA63C0FF774485EA463540
17436770,1304,9509869,Shared room,,Oahu,,5,9,4.5,1,1.0,,38.0,,2017-06-08 12:43:00.614784,21.289811,-157.797953,0101000020E6100000D8D7BAD488B963C06405BF0D314A3540
13533187,1304,12935418,Shared room,,Oahu,,5,21,5.0,1,1.0,,35.0,,2017-06-08 12:43:00.612375,21.288534,-157.799332,0101000020E6100000AED4B32094B963C0B8C83D5DDD493540
14375423,1304,24276332,Shared room,,Oahu,,2,35,4.5,1,1.0,,30.0,,2017-06-08 12:43:00.608465,21.575187,-158.107915,0101000020E6100000EE77280A74C363C098158A743F933540
18655041,1304,125921382,Shared room,,Oahu,,5,0,0.0,2,1.0,,49.0,,2017-06-08 12:43:00.605576,21.294398,-157.840137,0101000020E61000001B65FD66E2BA63C00002D6AA5D4B3540
583302,1304,2874260,Shared room,,Oahu,,2,18,5.0,4,1.0,,75.0,,2017-06-08 12:43:00.603171,21.669898,-158.043045,0101000020E61000003468E89F60C163C0E3A7716F7EAB3540
17572330,1304,47586744,Shared room,,Oahu,,4,0,0.0,1,1.0,,120.0,,2017-06-08 12:43:00.600058,21.28718,-157.839686,0101000020E6100000179D2CB5DEBA63C0B610E4A084493540
3006975,1304,15325552,Shared room,,Oahu,,3,39,4.5,2,1.0,,69.0,,2017-06-08 12:42:58.639167,21.412416,-157.774561,0101000020E61000003A782634C9B863C0DE58501894693540
14673694,1304,91208219,Shared room,,Oahu,,7,42,4.5,2,1.0,,65.0,,2017-06-08 12:42:58.634765,21.320319,-157.856104,0101000020E6100000313F373465BB63C095490D6D00523540
11875213,1304,24269216,Shared room,,Oahu,,5,21,4.5,2,1.0,,109.0,,2017-06-08 12:42:58.632378,21.318718,-157.7982,0101000020E61000005AF5B9DA8AB963C083A5BA8097513540
6259284,1304,3516228,Shared room,,Oahu,,4,41,5.0,2,1.0,,60.0,,2017-06-08 12:42:58.629490,21.285466,-157.831297,0101000020E61000006A882AFC99BA63C0B41EBE4C14493540
10168154,1304,52044973,Shared room,,Oahu,,4,1,0.0,2,1.0,,100.0,,2017-06-08 12:42:58.626881,21.278382,-157.778877,0101000020E61000006953758FECB863C08ACBF10A44473540
6226326,1304,31181927,Shared room,,Oahu,,5,89,4.5,1,1.0,,30.0,,2017-06-08 12:42:58.624194,21.31131,-157.785411,0101000020E610000066DD3F1622B963C0F2EA1C03B24F3540
16409082,1304,90518643,Shared room,,Oahu,,4,10,5.0,2,1.0,,60.0,,2017-06-08 12:42:58.621142,21.271859,-157.808268,0101000020E6100000E84CDA54DDB963C08E1F2A8D98453540
