room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8782987,22485949,Entire home/apt,,1,0,,,3.0,200.0,1.0,21.472647,-158.218155,2016-01-14 05:04:32.016319
8655608,45483230,Entire home/apt,,1,9,4.5,,2.0,129.0,1.0,21.389739,-158.152274,2016-01-14 05:04:28.554929
6953063,36382633,Entire home/apt,,4,12,4.0,4.0,0.0,119.0,2.0,21.277412,-157.823077,2016-01-14 05:04:17.457010
1750621,1360072,Entire home/apt,,2,29,5.0,4.0,2.0,200.0,7.0,21.583161,-158.137659,2016-01-14 05:04:11.679660
4728466,2576932,Entire home/apt,,4,1,4.0,4.0,1.0,171.0,3.0,21.277128,-157.824717,2016-01-14 05:04:08.969651
6316694,461037,Entire home/apt,,3,0,,4.0,1.0,445.0,3.0,21.32386,-157.677912,2016-01-14 05:04:02.517696
6628066,29008049,Entire home/apt,,1,2,,,2.0,430.0,1.0,21.330453,-158.122306,2016-01-14 05:03:58.937177
4069710,706371,Entire home/apt,,5,1,3.0,2.0,0.0,149.0,3.0,21.29138,-157.838482,2016-01-14 05:03:54.559510
7853879,9286303,Entire home/apt,,4,0,,4.0,0.0,217.0,3.0,21.28049,-157.824736,2016-01-14 05:03:47.404737
3459048,15652222,Entire home/apt,,1,12,5.0,,3.0,360.0,6.0,21.337351,-158.122507,2016-01-14 05:03:42.932047
3553567,17433883,Entire home/apt,,2,50,4.5,2.0,1.0,140.0,2.0,21.575492,-158.12909,2016-01-14 05:03:37.586327
5751364,8680396,Entire home/apt,,4,31,5.0,2.0,0.0,95.0,4.0,21.282868,-157.828203,2016-01-14 05:03:25.050489
6644077,10306818,Private room,,2,16,5.0,1.0,1.0,75.0,3.0,21.576495,-158.107249,2016-01-14 05:03:22.361325
6647526,34796538,Entire home/apt,,2,32,4.5,2.0,0.0,100.0,1.0,21.678349,-158.033793,2016-01-14 05:03:18.702940
7958130,3152360,Entire home/apt,,4,1,2.0,4.0,0.0,190.0,1.0,21.280887,-157.828151,2016-01-14 05:03:15.289079
1270538,5076896,Entire home/apt,,3,36,5.0,,3.0,400.0,5.0,21.407007,-157.746877,2016-01-14 05:03:11.209441
307004,1579356,Entire home/apt,,3,82,5.0,2.0,1.0,185.0,5.0,21.397751,-157.730648,2016-01-14 05:03:08.352217
9374246,35378076,Entire home/apt,,2,2,5.0,4.0,2.0,250.0,5.0,21.680112,-158.034574,2016-01-14 05:03:03.069751
8783158,11481260,Entire home/apt,,4,0,,4.0,1.0,285.0,3.0,21.283956,-157.829911,2016-01-14 05:02:52.327478
4259559,22107339,Entire home/apt,,2,56,4.5,2.0,1.0,129.0,3.0,21.678645,-158.03644,2016-01-14 05:02:44.682800
5643985,29252577,Entire home/apt,,2,8,5.0,,3.0,250.0,1.0,21.554975,-157.854354,2016-01-14 05:02:42.039609
9045690,47200270,Entire home/apt,,4,21,4.5,3.0,0.0,74.0,1.0,21.281006,-157.826511,2016-01-14 05:02:30.978435
9509380,461037,Entire home/apt,,2,0,,,2.0,249.0,4.0,21.590022,-157.890819,2016-01-14 05:02:27.541115
4681418,22698433,Entire home/apt,,4,8,5.0,3.0,1.0,168.0,4.0,21.276094,-157.821167,2016-01-14 05:02:22.874820
1352148,7338403,Entire home/apt,,2,35,4.5,,3.0,199.0,3.0,21.553221,-157.851558,2016-01-14 05:02:20.124195
5078566,1596819,Entire home/apt,,6,5,4.0,2.0,1.0,110.0,1.0,21.306393,-157.847903,2016-01-14 05:02:10.405514
6275918,10883471,Private room,,3,4,5.0,2.0,1.0,99.0,2.0,21.406313,-157.755913,2016-01-14 05:02:06.281496
7840252,41305802,Entire home/apt,,3,6,4.5,4.0,1.0,160.0,3.0,21.391367,-157.815573,2016-01-14 05:02:01.237358
7151485,4924583,Entire home/apt,,4,7,4.5,3.0,1.0,115.0,2.0,21.281641,-157.829275,2016-01-14 05:01:58.242474
4128952,13619776,Entire home/apt,,2,2,5.0,,0.0,159.0,4.0,21.472918,-157.844293,2016-01-14 05:01:53.918829
9156042,11822619,Entire home/apt,,4,4,5.0,5.0,1.0,149.0,2.0,21.273167,-157.820654,2016-01-14 05:01:43.580947
6975416,33260099,Entire home/apt,,4,17,4.5,2.0,0.0,94.0,1.0,21.275456,-157.824072,2016-01-14 05:01:35.048078
7619608,34800048,Entire home/apt,,3,5,5.0,,3.0,255.0,3.0,21.345737,-157.71421,2016-01-14 05:01:24.725030
323934,1649970,Private room,,6,36,4.0,2.0,1.0,65.0,1.0,21.313666,-157.829853,2016-01-14 05:01:20.787686
