room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3934249,20384814,Private room,,4,33,5.0,2.0,1.0,99.0,3.0,21.272512,-157.821756,2015-11-19 14:46:39.600914
5871932,22698433,Entire home/apt,,4,6,4.5,4.0,1.0,168.0,3.0,21.275233,-157.820725,2015-11-20 01:27:47.835400
7173129,10303849,Private room,,5,9,5.0,2.0,1.0,72.0,3.0,21.303429,-157.822749,2015-11-19 21:08:03.341146
4263935,11763720,Entire home/apt,,4,27,4.5,3.0,0.0,79.0,1.0,21.275271,-157.8225,2015-11-19 11:23:35.302020
4192310,21751006,Entire home/apt,,5,54,5.0,4.0,0.0,77.0,2.0,21.303635,-157.844861,2015-11-19 20:38:37.824371
2467381,706371,Entire home/apt,,4,8,5.0,4.0,0.0,379.0,3.0,21.27966,-157.831576,2015-11-19 22:35:08.852348
418051,2078447,Entire home/apt,,9,62,5.0,4.0,2.0,250.0,1.0,21.310632,-158.005372,2015-11-20 01:40:44.572909
570414,676697,Entire home/apt,,4,3,4.5,5.0,2.0,143.0,7.0,21.277947,-157.821713,2015-11-19 18:42:09.465635
1121677,6152329,Entire home/apt,,4,0,,2.0,1.0,195.0,3.0,21.28631,-157.838288,2015-11-20 08:28:51.816171
5969131,1740542,Entire home/apt,,1,0,,5.0,2.0,105.0,1.0,21.479527,-158.204175,2015-11-19 19:20:49.517416
3479044,3046264,Entire home/apt,,5,14,4.5,,2.0,275.0,2.0,21.286434,-157.829104,2015-11-19 05:31:32.173760
8241196,43460855,Entire home/apt,,1,0,,3.0,1.0,149.0,3.0,21.416191,-158.177254,2015-11-19 08:59:15.573415
216812,1119313,Private room,,4,72,5.0,2.0,1.0,85.0,2.0,21.273759,-157.798957,2015-11-20 03:47:50.906646
7541433,461037,Entire home/apt,,3,0,,5.0,1.0,170.0,3.0,21.376304,-157.729525,2015-11-20 02:41:34.025035
6305362,17789479,Entire home/apt,,2,18,4.5,4.0,1.0,125.0,1.0,21.622964,-157.91811,2015-11-19 06:46:41.932077
6503097,33991631,Private room,,2,0,,2.0,1.0,185.0,1.0,21.651915,-158.060433,2015-11-20 05:28:23.690692
4924241,14846914,Private room,,5,11,5.0,1.0,1.0,74.0,3.0,21.283065,-157.812769,2015-11-19 06:08:41.962099
