room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
10747096,3435373,Shared room,,5,11,4.5,3,1.0,80.0,,21.285108,-157.813357,2017-01-13 18:26:24.232903
15939200,2084053,Shared room,,6,13,4.5,2,1.0,49.0,,21.308748,-157.834907,2017-01-13 18:26:21.774846
13136720,73105395,Shared room,,4,1,0.0,3,1.0,200.0,,21.285967,-157.830385,2017-01-13 18:26:16.461128
1661603,8804372,Shared room,,5,18,4.0,2,1.0,125.0,,21.280678,-157.805398,2017-01-13 18:26:13.877768
3061151,8804372,Shared room,,4,3,3.5,2,1.0,125.0,,21.2789,-157.803733,2017-01-13 18:26:13.873173
10635955,34884725,Shared room,,4,2,0.0,2,1.0,120.0,,21.274102,-157.823269,2017-01-13 18:26:13.117094
12991424,33390813,Shared room,,2,0,0.0,2,1.0,115.0,,21.649876,-158.060417,2017-01-13 18:26:13.114528
10311361,34884725,Shared room,,4,0,0.0,1,1.0,88.0,,21.289077,-157.693587,2017-01-13 18:26:11.783486
10054868,34884725,Shared room,,4,2,0.0,1,1.0,88.0,,21.290499,-157.693537,2017-01-13 18:26:11.780651
10168154,52044973,Shared room,,4,1,0.0,2,1.0,100.0,,21.278382,-157.778877,2017-01-13 18:26:11.774754
10057872,34884725,Shared room,,4,1,0.0,1,1.0,88.0,,21.290922,-157.693209,2017-01-13 18:26:11.771971
9958241,34884725,Shared room,,4,4,4.0,2,1.0,88.0,,21.270776,-157.810418,2017-01-13 18:26:11.768852
15975226,103782269,Shared room,,4,0,0.0,1,1.0,85.0,,21.269787,-157.779037,2017-01-13 18:26:11.766064
7024901,34884725,Shared room,,4,5,4.0,2,1.0,88.0,,21.270809,-157.809371,2017-01-13 18:26:11.760841
16416970,107591132,Shared room,,2,0,0.0,4,1.0,100.0,,21.57654,-158.115336,2017-01-13 18:26:11.757866
11638824,3641931,Shared room,,3,6,5.0,2,1.0,95.0,,21.390682,-157.73724,2017-01-13 18:26:11.751021
9970955,34884725,Shared room,,4,1,0.0,1,1.0,68.0,,21.270355,-157.810761,2017-01-13 18:26:10.265029
9663132,34884725,Shared room,,4,5,4.5,2,1.0,68.0,,21.263031,-157.808921,2017-01-13 18:26:10.259219
6262154,32539250,Shared room,,4,5,4.5,2,1.0,65.0,,21.283508,-157.829124,2017-01-13 18:26:08.798047
11442272,34884725,Shared room,,4,3,3.5,1,1.0,68.0,,21.273903,-157.821912,2017-01-13 18:26:08.791622
14870518,26711833,Shared room,,4,4,4.5,16,1.0,65.0,,21.275744,-157.795262,2017-01-13 18:26:08.785222
12384885,66846717,Shared room,,4,17,4.5,2,1.0,60.0,,21.276107,-157.822251,2017-01-13 18:26:08.782770
13222021,61189766,Shared room,,4,1,0.0,2,1.0,60.0,,21.279096,-157.698184,2017-01-13 18:26:08.778491
15844718,35716660,Shared room,,4,0,0.0,2,1.0,68.0,,21.281514,-157.826367,2017-01-13 18:26:08.772943
10594785,34884725,Shared room,,4,2,0.0,1,1.0,68.0,,21.275277,-157.821665,2017-01-13 18:26:08.769986
2177962,6745065,Shared room,,1,0,0.0,1,1.0,80.0,,21.40468,-158.164278,2017-01-13 18:26:08.767001
16644440,71721190,Shared room,,4,0,0.0,2,1.0,75.0,,21.286923,-157.837904,2017-01-13 18:26:08.764330
15566604,43143493,Shared room,,4,1,0.0,1,1.0,65.0,,21.282107,-157.829698,2017-01-13 18:26:08.762046
8371750,44124106,Shared room,,4,8,4.0,2,1.0,75.0,,21.285817,-157.836894,2017-01-13 18:26:08.757827
74778,394309,Shared room,,5,133,5.0,2,1.0,69.0,,21.285545,-157.826826,2017-01-13 18:26:08.755033
5318498,27552317,Shared room,,4,30,4.5,1,1.0,75.0,,21.275027,-157.819804,2017-01-13 18:26:08.751989
583302,2874260,Shared room,,2,15,5.0,4,1.0,75.0,,21.669898,-158.043045,2017-01-13 18:26:08.747101
10933432,3435373,Shared room,,5,8,4.5,2,1.0,45.0,,21.287031,-157.81168,2017-01-13 18:26:07.032151
8360054,44064655,Shared room,,5,8,5.0,1,1.0,48.0,,21.295647,-157.838352,2017-01-13 18:26:07.026070
9013919,3228579,Shared room,,4,12,4.5,2,1.0,60.0,,21.286065,-157.837493,2017-01-13 18:26:05.408674
6259284,3516228,Shared room,,4,38,5.0,2,1.0,60.0,,21.285466,-157.831297,2017-01-13 18:26:05.405874
14526544,75701333,Shared room,,4,8,5.0,1,1.0,60.0,,21.282354,-157.827917,2017-01-13 18:26:05.403146
14936573,20267852,Shared room,,5,1,0.0,1,1.0,45.0,,21.288494,-157.82221,2017-01-13 18:26:05.400661
7842636,41295929,Shared room,,6,2,0.0,2,1.0,60.0,,21.304532,-157.833066,2017-01-13 18:26:05.398262
16110955,99278808,Shared room,,5,3,5.0,1,1.0,43.0,,21.296624,-157.845008,2017-01-13 18:26:05.392508
66592,88829,Shared room,,5,80,5.0,2,1.0,55.0,,21.318637,-157.801827,2017-01-13 18:26:05.387591
16220459,25219361,Shared room,,4,0,0.0,1,1.0,45.0,,21.27292,-157.821863,2017-01-13 18:26:05.375677
16666773,103167733,Shared room,,5,0,0.0,2,1.0,40.0,,21.295847,-157.828809,2017-01-13 18:26:03.741152
13105698,39556950,Shared room,,4,1,0.0,2,1.0,45.0,,21.274965,-157.821906,2017-01-13 18:26:03.738430
2306136,11775273,Shared room,,5,117,5.0,2,1.0,45.0,,21.288962,-157.8214,2017-01-13 18:26:03.735325
3195808,10816949,Shared room,,4,45,4.5,2,1.0,60.0,,21.283043,-157.831785,2017-01-13 18:26:03.729758
7040306,16759150,Shared room,,4,80,4.5,4,1.0,55.0,,21.27925,-157.823795,2017-01-13 18:26:03.726157
15508918,99278808,Shared room,,5,5,5.0,1,1.0,43.0,,21.29487,-157.844706,2017-01-13 18:26:03.723315
14774787,12532653,Shared room,,5,8,5.0,2,1.0,45.0,,21.287973,-157.796979,2017-01-13 18:26:03.720386
1006799,88829,Shared room,,5,48,5.0,2,1.0,48.0,,21.317626,-157.800585,2017-01-13 18:26:03.714794
16315062,106763280,Shared room,,6,3,5.0,2,1.0,60.0,,21.367596,-157.899949,2017-01-13 18:26:03.712328
10020799,51453924,Shared room,,3,22,5.0,2,1.0,49.0,,21.413757,-157.816455,2017-01-13 18:26:03.709512
10489366,54071546,Shared room,,4,31,4.5,2,1.0,50.0,,21.285599,-157.837193,2017-01-13 18:26:03.706082
12810796,69846031,Shared room,,4,32,4.5,2,1.0,49.0,,21.290128,-157.837677,2017-01-13 18:26:03.703659
