room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
8780721,1182,13200047,Entire home/apt,,Oahu,,4,3,5.0,6,3.0,,750.0,,2017-05-04 18:07:36.121437,21.262138,-157.821202,0101000020E61000001DAD6A4947BA63C0F209D9791B433540
8906977,1182,1686121,Entire home/apt,,Oahu,,2,5,4.5,14,5.0,,702.0,,2017-05-04 18:07:36.118480,21.577541,-158.152675,0101000020E6100000567DAEB6E2C463C061191BBAD9933540
5649578,1182,29164377,Entire home/apt,,Oahu,,1,0,0.0,6,2.0,,906.0,,2017-05-04 18:07:36.110865,21.339049,-158.120285,0101000020E610000061A6ED5FD9C363C0D3BD4EEACB563540
11421257,1182,34961508,Entire home/apt,,Oahu,,4,20,5.0,6,3.0,,850.0,,2017-05-04 18:07:36.107121,21.258579,-157.817717,0101000020E6100000438CD7BC2ABA63C0B16EBC3B32423540
14372219,1182,87595854,Entire home/apt,,Oahu,,4,4,5.0,8,3.0,,950.0,,2017-05-04 18:07:36.098912,21.285244,-157.838753,0101000020E6100000800D8810D7BA63C0566133C005493540
15481177,1182,67947912,Entire home/apt,,Oahu,,2,0,0.0,8,3.0,,799.0,,2017-05-04 18:07:34.687088,21.705447,-157.999416,0101000020E61000002C634337FBBF63C0B20FB22C98B43540
8444382,1182,32081854,Entire home/apt,,Oahu,,2,0,0.0,12,4.0,,795.0,,2017-05-04 18:07:34.681406,21.694363,-158.017424,0101000020E61000004CC5C6BC8EC063C06D8D08C6C1B13540
9881140,1182,10496350,Entire home/apt,,Oahu,,9,1,0.0,15,8.0,,900.0,,2017-05-04 18:07:34.678671,21.312505,-157.999743,0101000020E6100000F52C08E5FDBF63C024D6E25300503540
14338492,1182,26482762,Entire home/apt,,Oahu,,4,0,0.0,8,3.0,,750.0,,2017-05-04 18:07:34.676219,21.279939,-157.831674,0101000020E6100000DFDDCA129DBA63C0FCDF1115AA473540
17176391,1182,69548047,Entire home/apt,,Oahu,,4,0,0.0,8,4.0,,750.0,,2017-05-04 18:07:34.673854,21.258119,-157.817092,0101000020E6100000583A1F9E25BA63C0EA79371614423540
13823701,1182,680107,Entire home/apt,,Oahu,,3,1,0.0,14,6.0,,985.0,,2017-05-04 18:07:34.669016,21.402703,-157.736769,0101000020E61000009DF6949C93B763C04700378B17673540
15682204,1182,90122055,Entire home/apt,,Oahu,,4,7,4.5,14,4.0,,715.0,,2017-05-04 18:07:34.666436,21.280349,-157.709337,0101000020E6100000F81A82E3B2B663C06077BAF3C4473540
17453247,1182,118153975,Entire home/apt,,Oahu,,4,0,0.0,16,7.0,,950.0,,2017-05-04 18:07:34.664032,21.257797,-157.810678,0101000020E6100000C632FD12F1B963C0C501F4FBFE413540
