room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6665582,33380091,Entire home/apt,,4,0,,4,1.0,180.0,1.0,21.275407,-157.822348,2016-04-14 16:22:52.790968
4499499,10196164,Entire home/apt,,4,3,4.5,3,1.0,50.0,3.0,21.276736,-157.823891,2016-04-14 16:22:50.248647
9550531,49457265,Entire home/apt,,7,5,4.0,7,2.0,119.0,4.0,21.359614,-157.927295,2016-04-14 16:22:44.389845
11657550,51758731,Entire home/apt,,1,0,,3,1.0,95.0,14.0,21.458623,-158.202279,2016-04-14 16:21:57.990968
775974,4093003,Entire home/apt,,1,50,5.0,4,0.0,112.0,3.0,21.347823,-158.083641,2016-04-14 16:21:17.805146
6630410,33380091,Entire home/apt,,4,0,,4,1.0,210.0,1.0,21.275153,-157.822451,2016-04-14 16:21:15.053120
7094303,395819,Entire home/apt,,4,31,4.5,2,0.0,109.0,1.0,21.274785,-157.82484,2016-04-14 16:20:48.642834
6240880,28585183,Entire home/apt,,5,16,5.0,6,2.0,179.0,1.0,21.288952,-157.832587,2016-04-14 16:20:37.127303
12154039,51445831,Private room,,6,1,,2,1.0,85.0,1.0,21.377849,-157.921534,2016-04-14 16:20:34.590756
11875213,24269216,Private room,,5,3,4.5,2,1.0,66.0,1.0,21.318718,-157.7982,2016-04-14 16:20:29.482402
9945213,51110863,Private room,,7,8,4.5,1,1.0,50.0,1.0,21.317877,-157.860475,2016-04-14 16:20:25.837561
6670537,9296727,Entire home/apt,,1,0,,4,1.0,156.0,6.0,21.462962,-158.211424,2016-04-14 16:20:18.120890
10994601,51018667,Entire home/apt,,4,0,,4,1.0,167.0,3.0,21.283426,-157.837634,2016-04-14 16:20:00.436126
10994612,51018667,Entire home/apt,,4,0,,2,0.0,241.0,3.0,21.280592,-157.826954,2016-04-14 16:19:27.688951
11808146,21302839,Entire home/apt,,4,0,,4,1.0,199.0,1.0,21.275741,-157.822783,2016-04-14 16:19:25.104614
9978427,48333167,Private room,,6,0,,1,1.0,90.0,1.0,21.306357,-157.859467,2016-04-14 16:18:56.538362
6390234,14654082,Entire home/apt,,4,7,3.0,4,1.0,159.0,3.0,21.285033,-157.83941,2016-04-14 16:18:54.674221
4277251,22204814,Entire home/apt,,1,11,5.0,3,1.0,135.0,7.0,21.458643,-158.201978,2016-04-14 16:18:51.907806
11223802,33055785,Private room,,4,0,,2,1.0,75.0,5.0,21.291651,-157.717646,2016-04-14 16:18:17.984835
7939898,41873459,Entire home/apt,,6,5,4.5,10,1.0,179.0,3.0,21.309043,-157.860383,2016-04-14 16:17:51.568853
11657237,61858484,Shared room,,4,0,,1,1.0,35.0,3.0,21.285936,-157.838742,2016-04-14 16:17:29.121636
4257954,8417259,Entire home/apt,,2,4,5.0,2,1.0,150.0,2.0,21.654141,-158.058589,2016-04-14 16:17:26.473193
9714043,12398188,Private room,,1,4,4.5,2,1.0,80.0,1.0,21.31953,-158.026653,2016-04-14 16:17:22.268628
1865637,9727322,Private room,,2,110,5.0,2,1.0,110.0,1.0,21.676798,-158.03157,2016-04-14 16:17:19.272472
