room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
15496846,8588098,Shared room,,5,1,0.0,1,1.0,249.0,,21.290496,-157.83368,2017-02-12 09:54:12.659665
13136720,73105395,Shared room,,4,1,0.0,3,1.0,200.0,,21.285967,-157.830385,2017-02-12 09:54:11.830316
1661603,8804372,Shared room,,5,18,4.0,2,1.0,125.0,,21.280678,-157.805398,2017-02-12 09:54:09.723185
3061151,8804372,Shared room,,4,3,3.5,2,1.0,125.0,,21.2789,-157.803733,2017-02-12 09:54:09.717708
10635955,34884725,Shared room,,4,2,0.0,2,1.0,120.0,,21.274102,-157.823269,2017-02-12 09:54:08.187892
9958241,34884725,Shared room,,4,4,4.0,2,1.0,88.0,,21.270776,-157.810418,2017-02-12 09:54:06.946051
10168154,52044973,Shared room,,4,1,0.0,2,1.0,100.0,,21.278382,-157.778877,2017-02-12 09:54:06.943825
10057872,34884725,Shared room,,4,1,0.0,1,1.0,88.0,,21.290922,-157.693209,2017-02-12 09:54:06.941698
10311361,34884725,Shared room,,4,0,0.0,1,1.0,88.0,,21.289077,-157.693587,2017-02-12 09:54:06.938640
10054868,34884725,Shared room,,4,2,0.0,1,1.0,88.0,,21.290499,-157.693537,2017-02-12 09:54:06.935918
15975226,103782269,Shared room,,4,0,0.0,1,1.0,85.0,,21.269787,-157.779037,2017-02-12 09:54:06.933633
16707952,108733722,Shared room,,1,1,0.0,3,1.0,85.0,,21.324422,-158.079383,2017-02-12 09:54:06.931451
7024901,34884725,Shared room,,4,5,4.0,2,1.0,88.0,,21.270809,-157.809371,2017-02-12 09:54:06.928611
11638824,3641931,Shared room,,3,6,5.0,2,1.0,95.0,,21.390682,-157.73724,2017-02-12 09:54:06.922230
9970955,34884725,Shared room,,4,1,0.0,1,1.0,68.0,,21.270355,-157.810761,2017-02-12 09:54:05.437423
9663132,34884725,Shared room,,4,5,4.5,2,1.0,68.0,,21.263031,-157.808921,2017-02-12 09:54:05.435216
16644440,71721190,Shared room,,4,1,0.0,2,1.0,75.0,,21.286923,-157.837904,2017-02-12 09:54:05.427420
6262154,32539250,Shared room,,4,5,4.5,2,1.0,65.0,,21.283508,-157.829124,2017-02-12 09:54:04.052762
10594785,34884725,Shared room,,4,3,4.5,1,1.0,68.0,,21.275277,-157.821665,2017-02-12 09:54:04.043910
2177962,6745065,Shared room,,1,0,0.0,1,1.0,80.0,,21.40468,-158.164278,2017-02-12 09:54:04.039999
74778,394309,Shared room,,5,133,5.0,2,1.0,69.0,,21.285545,-157.826826,2017-02-12 09:54:04.036080
11442272,34884725,Shared room,,4,3,3.5,1,1.0,68.0,,21.273903,-157.821912,2017-02-12 09:54:04.033880
15566604,43143493,Shared room,,4,1,0.0,1,1.0,65.0,,21.282107,-157.829698,2017-02-12 09:54:04.031638
13153261,73398492,Shared room,,4,26,5.0,2,1.0,69.0,,21.277175,-157.823949,2017-02-12 09:54:04.027256
583302,2874260,Shared room,,2,17,5.0,4,1.0,75.0,,21.669898,-158.043045,2017-02-12 09:54:04.023207
8371750,44124106,Shared room,,4,8,4.0,2,1.0,75.0,,21.285817,-157.836894,2017-02-12 09:54:04.017010
17197831,112220318,Shared room,,6,0,0.0,2,1.0,70.0,,21.301885,-157.857349,2017-02-12 09:54:04.014846
5318498,27552317,Shared room,,4,32,4.5,1,1.0,75.0,,21.275027,-157.819804,2017-02-12 09:54:04.011531
11660083,20267852,Shared room,,5,1,0.0,1,1.0,54.0,,21.285856,-157.82259,2017-02-12 09:54:03.267617
13222021,61189766,Shared room,,4,1,0.0,2,1.0,60.0,,21.279096,-157.698184,2017-02-12 09:54:03.263467
9013919,3228579,Shared room,,4,12,4.5,2,1.0,60.0,,21.286065,-157.837493,2017-02-12 09:54:01.780126
14936573,20267852,Shared room,,5,1,0.0,1,1.0,45.0,,21.288494,-157.82221,2017-02-12 09:54:01.777843
7842636,41295929,Shared room,,6,2,0.0,2,1.0,60.0,,21.304532,-157.833066,2017-02-12 09:54:01.773185
6259284,3516228,Shared room,,4,38,5.0,2,1.0,60.0,,21.285466,-157.831297,2017-02-12 09:54:01.770762
10020799,51453924,Shared room,,3,22,5.0,2,1.0,49.0,,21.413757,-157.816455,2017-02-12 09:54:01.766554
16110955,99278808,Shared room,,5,4,4.5,1,1.0,43.0,,21.296624,-157.845008,2017-02-12 09:54:01.759552
13105698,39556950,Shared room,,4,1,0.0,2,1.0,45.0,,21.274965,-157.821906,2017-02-12 09:54:01.756382
13400210,9509869,Shared room,,5,3,5.0,1,1.0,43.0,,21.290037,-157.796589,2017-02-12 09:54:01.753589
14870518,26711833,Shared room,,4,4,4.5,16,1.0,50.0,,21.275744,-157.795262,2017-02-12 09:54:01.751016
14526544,75701333,Shared room,,4,10,5.0,1,1.0,60.0,,21.282354,-157.827917,2017-02-12 09:54:01.748197
16220459,25219361,Shared room,,4,0,0.0,1,1.0,45.0,,21.27292,-157.821863,2017-02-12 09:54:01.745750
12384885,66846717,Shared room,,4,19,4.5,2,1.0,60.0,,21.276107,-157.822251,2017-02-12 09:54:01.737903
16174110,83077023,Shared room,,9,1,0.0,1,1.0,50.0,,21.335107,-158.022402,2017-02-12 09:54:01.735055
7040306,16759150,Shared room,,4,86,4.5,4,1.0,58.0,,21.27925,-157.823795,2017-02-12 09:54:01.142331
16218614,102444591,Shared room,,5,2,0.0,2,1.0,40.0,,21.298058,-157.830526,2017-02-12 09:53:58.263695
9498164,49224276,Shared room,,2,23,4.5,1,1.0,38.0,,21.679314,-158.034582,2017-02-12 09:53:58.261461
14806008,24276332,Shared room,,2,10,4.0,1,1.0,40.0,,21.578908,-158.105265,2017-02-12 09:53:58.259322
10747096,3435373,Shared room,,5,12,4.5,3,1.0,40.0,,21.285108,-157.813357,2017-02-12 09:53:58.256622
14806087,24276332,Shared room,,2,12,4.5,1,1.0,10.0,,21.575405,-158.107982,2017-02-12 09:53:58.254413
12453752,44483583,Shared room,,5,1,0.0,1,1.0,30.0,,21.298327,-157.826382,2017-02-12 09:53:58.251486
16080403,102355802,Shared room,,5,0,0.0,6,1.0,30.0,,21.282862,-157.813638,2017-02-12 09:53:58.249119
6226326,31181927,Shared room,,5,76,4.5,1,1.0,30.0,,21.31131,-157.785411,2017-02-12 09:53:58.246666
16666773,103167733,Shared room,,5,3,4.5,2,1.0,40.0,,21.295847,-157.828809,2017-02-12 09:53:58.243311
14340264,24276332,Shared room,,2,4,4.5,1,1.0,20.0,,21.575937,-158.107848,2017-02-12 09:53:58.240836
13533187,12935418,Shared room,,5,19,5.0,1,1.0,29.0,,21.288534,-157.799332,2017-02-12 09:53:58.238719
10600083,54222306,Shared room,,4,12,5.0,2,1.0,35.0,,21.271404,-157.7056,2017-02-12 09:53:58.236425
11420675,31181927,Shared room,,5,1,0.0,1,1.0,25.0,,21.310222,-157.786494,2017-02-12 09:53:58.228663
15192878,3435373,Shared room,,5,3,5.0,3,1.0,40.0,,21.285874,-157.811416,2017-02-12 09:53:58.226406
15347354,46236470,Shared room,,4,19,4.5,1,1.0,15.0,,21.276881,-157.822196,2017-02-12 09:53:58.224267
14215564,4719183,Shared room,,4,10,4.5,1,1.0,20.0,,21.283945,-157.830489,2017-02-12 09:53:58.221036
17177699,115584150,Shared room,,7,0,0.0,2,1.0,25.0,,21.317312,-157.860747,2017-02-12 09:53:57.113116
13065133,3120933,Shared room,,5,25,4.5,1,1.0,33.0,,21.29137,-157.819867,2017-02-12 09:53:57.111026
9510449,49224276,Shared room,,2,9,4.5,1,1.0,35.0,,21.679976,-158.033047,2017-02-12 09:53:57.108798
1006799,88829,Shared room,,5,51,5.0,2,1.0,40.0,,21.317626,-157.800585,2017-02-12 09:53:57.106127
12852914,34175729,Shared room,,5,35,4.5,1,1.0,30.0,,21.291589,-157.830615,2017-02-12 09:53:57.102973
11400444,31181927,Shared room,,5,5,5.0,1,1.0,25.0,,21.311433,-157.785818,2017-02-12 09:53:57.100339
14358079,24276332,Shared room,,2,9,5.0,1,1.0,30.0,,21.576488,-158.106239,2017-02-12 09:53:57.098204
14244812,4719183,Shared room,,4,18,4.0,1,1.0,28.0,,21.282559,-157.830094,2017-02-12 09:53:57.095885
15929742,76810215,Shared room,,5,17,4.5,6,1.0,39.0,,21.304036,-157.837478,2017-02-12 09:53:57.093542
16354358,106420454,Shared room,,6,3,5.0,1,1.0,30.0,,21.305201,-157.85026,2017-02-12 09:53:57.091417
16920095,108733722,Shared room,,1,0,0.0,3,1.0,33.0,,21.324629,-158.079189,2017-02-12 09:53:57.088957
14502722,46236470,Shared room,,4,17,4.5,1,1.0,16.0,,21.277016,-157.822577,2017-02-12 09:53:57.086749
15888158,99278808,Shared room,,5,5,4.5,1,1.0,35.0,,21.295159,-157.845912,2017-02-12 09:53:57.084540
9511280,49224276,Shared room,,2,24,5.0,1,1.0,33.0,,21.679966,-158.032026,2017-02-12 09:53:57.082235
6006832,31181927,Shared room,,5,90,4.0,1,1.0,30.0,,21.310039,-157.782467,2017-02-12 09:53:57.079835
14379128,24276332,Shared room,,2,12,4.5,1,1.0,30.0,,21.576364,-158.105924,2017-02-12 09:53:57.075059
17046835,108733722,Shared room,,1,1,0.0,3,1.0,33.0,,21.324414,-158.078316,2017-02-12 09:53:57.071340
14375423,24276332,Shared room,,2,21,4.5,1,1.0,30.0,,21.575187,-158.107915,2017-02-12 09:53:57.068502
8311979,43821712,Entire home/apt,,3,0,0.0,14,7.0,6000.0,,21.384836,-157.710582,2017-02-12 09:52:35.625268
9669808,10496350,Entire home/apt,,4,0,0.0,10,4.0,850.0,,21.29263,-157.681903,2017-02-12 09:51:01.440098
12889739,70557984,Entire home/apt,,1,0,0.0,8,2.0,2800.0,,21.331519,-158.120844,2017-02-12 09:50:18.117358
15161142,6195276,Entire home/apt,,4,0,0.0,8,4.0,700.0,,21.258401,-157.816319,2017-02-12 09:49:12.839922
3093150,12305876,Entire home/apt,,2,23,4.5,6,2.0,365.0,,21.680259,-158.037771,2017-02-12 09:48:32.898693
5949381,10496350,Entire home/apt,,2,1,0.0,10,5.0,750.0,,21.635444,-157.920027,2017-02-12 09:46:59.967938
6556685,10496350,Entire home/apt,,1,1,0.0,6,3.0,699.0,,21.334686,-158.121072,2017-02-12 09:46:51.811409
14354411,36998711,Entire home/apt,,1,0,0.0,6,2.0,450.0,,21.338586,-158.118371,2017-02-12 09:46:41.443533
3952751,20487628,Entire home/apt,,3,0,0.0,5,2.0,325.0,,21.438601,-157.842237,2017-02-12 09:46:37.972411
1814684,9427450,Entire home/apt,,2,0,0.0,5,2.0,320.0,,21.65419,-158.059059,2017-02-12 09:46:24.395157
4504752,23361196,Entire home/apt,,3,1,0.0,16,9.0,365.0,,21.334955,-157.696868,2017-02-12 09:43:45.886177
2626933,13453986,Entire home/apt,,2,1,0.0,6,3.0,300.0,,21.653801,-158.056775,2017-02-12 09:43:28.176438
15660770,48163360,Entire home/apt,,4,0,0.0,16,10.0,10000.0,,21.282674,-157.757983,2017-02-12 09:39:13.730740
15275786,97203790,Entire home/apt,,3,0,0.0,16,10.0,9102.0,,21.411411,-157.745721,2017-02-12 09:39:13.728569
16375980,78825728,Entire home/apt,,4,0,0.0,8,4.0,1075.0,,21.257998,-157.814448,2017-02-12 09:39:08.449966
15811222,102329630,Entire home/apt,,3,0,0.0,16,8.0,1200.0,,21.393832,-157.732132,2017-02-12 09:39:08.442573
11443897,5978800,Entire home/apt,,2,0,0.0,14,6.0,1400.0,,21.652627,-157.928171,2017-02-12 09:39:08.435025
285514,1486106,Entire home/apt,,3,1,0.0,12,5.0,600.0,,21.412695,-157.766727,2017-02-12 09:38:47.262063
16569246,109152173,Entire home/apt,,4,0,0.0,8,2.0,594.0,,21.280282,-157.830348,2017-02-12 09:38:44.801118
12157453,13200680,Entire home/apt,,4,0,0.0,4,1.0,319.0,,21.281717,-157.83818,2017-02-12 09:38:31.226901
16321193,102144179,Entire home/apt,,4,0,0.0,4,2.0,450.0,,21.284602,-157.837434,2017-02-12 09:38:31.224383
13158023,53767366,Entire home/apt,,3,1,0.0,4,2.0,345.0,,21.395495,-157.725981,2017-02-12 09:38:27.154049
3810776,19587720,Entire home/apt,,2,3,4.0,6,3.0,295.0,,21.652722,-158.061331,2017-02-12 09:36:05.584587
5755818,29164377,Entire home/apt,,4,0,0.0,10,5.0,3134.0,,21.296923,-157.701001,2017-02-12 09:29:51.840884
8827820,46238450,Entire home/apt,,4,0,0.0,3,1.0,2300.0,,21.278948,-157.822042,2017-02-12 09:29:50.192485
13098377,72542556,Entire home/apt,,4,0,0.0,11,5.0,1385.0,,21.267555,-157.780088,2017-02-12 09:29:48.597470
11224092,58485617,Entire home/apt,,3,0,0.0,16,9.0,1225.0,,21.397187,-157.729842,2017-02-12 09:29:47.151953
7344786,1191923,Entire home/apt,,4,3,4.5,12,5.0,795.0,,21.275824,-157.764391,2017-02-12 09:29:43.506153
4586788,10496350,Entire home/apt,,3,0,0.0,6,3.0,750.0,,21.401074,-157.736419,2017-02-12 09:29:42.053016
5125181,25521669,Entire home/apt,,2,0,0.0,12,5.0,881.0,,21.677246,-158.037762,2017-02-12 09:29:42.045110
13813098,36663833,Entire home/apt,,6,2,0.0,16,4.0,995.0,,21.30943,-157.861311,2017-02-12 09:29:42.039132
9095685,1191923,Entire home/apt,,2,2,0.0,16,5.0,895.0,,21.61669,-158.088306,2017-02-12 09:29:42.034145
865711,4281948,Entire home/apt,,2,1,0.0,12,5.0,750.0,,21.648192,-157.914672,2017-02-12 09:29:42.032068
