room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
517649,2548403,Private room,,1,40,5.0,2,1.0,65.0,2.0,21.405877,-158.167238,2016-06-16 00:59:31.039090
8105716,17619881,Entire home/apt,,2,1,,8,2.0,175.0,2.0,21.652531,-157.929755,2016-06-16 00:59:19.848132
10454392,53179620,Private room,,4,22,4.5,2,1.0,73.0,1.0,21.286561,-157.833614,2016-06-16 00:59:16.296672
12214336,42705922,Entire home/apt,,4,1,,6,2.0,240.0,6.0,21.285996,-157.839175,2016-06-16 00:59:12.898151
13130924,73120118,Entire home/apt,,4,0,,4,1.0,82.0,1.0,21.289878,-157.84031,2016-06-16 00:59:02.462565
3583243,15652222,Entire home/apt,,1,2,,6,2.0,400.0,6.0,21.335662,-158.12215,2016-06-16 00:58:50.404730
7151485,4924583,Entire home/apt,,4,16,4.0,3,1.0,110.0,4.0,21.281641,-157.829275,2016-06-16 00:58:20.835109
2866860,9337324,Entire home/apt,,4,45,4.5,3,0.0,95.0,2.0,21.285069,-157.831025,2016-06-16 00:58:04.800112
3768157,19306927,Private room,,2,36,5.0,2,1.0,135.0,2.0,21.65238,-158.054739,2016-06-16 00:57:56.751440
9920634,51001161,Entire home/apt,,1,1,,6,4.0,274.0,10.0,21.366947,-158.082579,2016-06-16 00:57:50.122310
6403735,33396240,Private room,,2,1,,1,1.0,70.0,1.0,21.58257,-158.138424,2016-06-16 00:57:45.197078
8256435,43540300,Entire home/apt,,4,25,5.0,2,1.0,135.0,3.0,21.278643,-157.825602,2016-06-16 00:57:22.709494
1268285,2073003,Entire home/apt,,4,88,4.5,2,1.0,109.0,3.0,21.275264,-157.820556,2016-06-16 00:57:20.506960
5310629,15978055,Entire home/apt,,4,2,,6,1.0,170.0,7.0,21.278063,-157.830087,2016-06-16 00:57:08.115937
9052324,30078073,Private room,,2,20,5.0,1,1.0,75.0,1.0,21.652468,-158.059877,2016-06-16 00:56:56.460312
8705100,45688335,Entire home/apt,,2,0,,12,5.0,1095.0,1.0,21.581379,-158.132997,2016-06-16 00:56:48.593325
10591872,53743649,Private room,,8,18,5.0,3,1.0,50.0,1.0,21.397027,-157.927397,2016-06-16 00:56:18.167459
6977951,11212857,Entire home/apt,,4,30,5.0,2,0.0,109.0,2.0,21.293502,-157.787317,2016-06-16 00:55:52.312471
5204212,26921215,Entire home/apt,,2,0,,5,2.0,275.0,,21.533322,-157.839149,2016-06-16 00:55:27.651910
1783189,4231961,Entire home/apt,,4,28,4.5,2,0.0,142.0,3.0,21.274933,-157.823135,2016-06-16 00:55:19.604243
